Weight,Front Claws,Pupillary Distance,Hair Color,Ear Shape,Length
450,1.1,11.6,Black,Pointed,10.1
391,8,12.1,Cinnamon,Pointed,5.3
421,1.8,7.5,White,Broad,5.4
486,2.6,9.8,Cinnamon,Broad,9.7
259,4.7,8.6,Cinnamon,Pointed,11.6
305,10,12.8,Cinnamon,Broad,10
274,7.6,17.7,Blond,Pointed,5.2
421,4,12.3,Light Brown,Broad,8.1
229,6.8,16.2,Blond,Pointed,9.3
210,,11.9,,Rounded,5.1
485,5.5,8.8,White,Broad,10.3
262,10,13.8,Dark Brown,Broad,6.1
226,1.1,7.7,Light Brown,Pointed,11.4
297,6.9,14.5,Light Brown,Rounded,6.6
319,10,14.9,Blond,Broad,5.2
310,2.4,10.4,Black,Pointed,10.6
316,1.7,17.7,Black,Rounded,8.1
377,1,17.3,White,Rounded,11
443,5.2,13,Cinnamon,Pointed,5.5
326,7.7,17.4,White,Pointed,5.2
333,7.4,12.1,White,Rounded,9.1
393,9.7,14.4,Light Brown,Broad,9.3
202,9.6,17.9,Light Brown,Broad,10.3
339,2.9,10.1,Cinnamon,Pointed,8.2
340,2.9,9.4,White,Broad,8
356,5.8,16,,Pointed,7.4
269,4.7,10.6,White,Rounded,10.1
211,8.9,11.6,Blond,Rounded,9.6
274,4.2,11.2,,Broad,10.6
447,9.5,15.9,Dark Brown,Rounded,7
493,2.8,9.8,Cinnamon,Broad,10.8
361,1.2,15.9,Cinnamon,Pointed,10
334,2.7,17.5,Light Brown,Rounded,9.9
218,6.4,12.9,Blond,Broad,9.7
275,3.2,13.9,Blond,Broad,7.2
363,3.5,12.1,Black,Broad,8
338,1,15,Light Brown,Rounded,8.4
304,4,13,Dark Brown,Broad,8
316,5.5,14.3,Light Brown,Pointed,8.1
369,3.8,17.4,Light Brown,Rounded,6.9
466,9.1,7.8,Dark Brown,Rounded,5
339,4.1,11.7,White,Rounded,11.4
324,5.8,9.9,Light Brown,Broad,6.1
380,4.3,7.4,White,Rounded,11.7
493,4.5,16.2,Dark Brown,Rounded,7.6
385,4.8,11.7,Blond,Broad,9.7
298,8.7,15.1,,Broad,8.5
397,2.6,11.7,Blond,Broad,5.9
205,2,12.1,Cinnamon,Pointed,9
414,2.2,11.1,White,Pointed,6.1
315,3.3,9.9,Black,Pointed,10.5
366,2.3,11.5,Black,Broad,8.9
466,5.1,10.7,Black,Pointed,10.8
434,3.1,11,White,Rounded,9.4
473,5.6,7.7,Cinnamon,Pointed,8
436,3.9,8.1,Black,Pointed,11
404,1.7,9.5,Cinnamon,Pointed,8
254,2.1,7.3,Blond,Rounded,7.9
331,2.4,11,Black,Broad,9.8
214,9.9,15,,Broad,9.9
331,1.7,10,White,Pointed,6.7
295,7.8,15.6,Blond,Broad,6.5
244,,11.4,Black,Broad,5.5
408,1.1,12.8,Dark Brown,Pointed,8.8
434,1.8,12.3,Cinnamon,Pointed,8
370,3.9,14.1,Cinnamon,Pointed,8.1
361,7.1,12.8,Light Brown,Rounded,8.3
403,3.7,15.8,Light Brown,Rounded,6.2
337,6.1,15.1,Blond,Rounded,8.5
209,6.7,17.6,Dark Brown,Rounded,7.2
240,9,12.9,Light Brown,Rounded,7.9
383,5.2,7.1,Light Brown,Broad,8.3
399,6.9,7.7,White,Rounded,5.7
438,4.4,9.8,Cinnamon,Pointed,9.9
425,4.5,11.6,Black,Broad,9.1
359,5.4,14.1,Dark Brown,Pointed,8
383,1.8,9,Cinnamon,Pointed,11.9
374,2,11.7,Dark Brown,Broad,8.2
349,2.2,7.6,White,Pointed,11.1
396,6.4,14.4,Dark Brown,Rounded,8.6
400,9.5,13.9,,Broad,8.1
389,4.6,11.5,Black,Broad,11.3
302,4.1,7.2,White,Pointed,9.6
345,2.5,8.9,Black,Pointed,11.7
226,5.1,13.2,Light Brown,Rounded,5.5
346,4.5,16.3,Black,Broad,11.1
427,2.2,11.8,Black,Broad,8.9
268,7,17.6,Dark Brown,Rounded,6.8
352,4.9,11.7,Cinnamon,Broad,8.1
314,9.5,9.3,Black,Pointed,7.3
425,2.7,9.8,White,Broad,5.2
432,3.7,11.9,Cinnamon,Pointed,9.6
383,5.5,8.9,Black,Pointed,12
309,4.9,11.1,Cinnamon,Broad,9
469,4.7,8.3,White,Rounded,11
284,8.3,13.4,Dark Brown,Broad,6.1
342,1.1,9.9,Black,Broad,11.8
212,2.1,15.4,Blond,Rounded,9
337,4.2,7.9,White,Pointed,8.3
365,4.7,17.3,,Rounded,10.8
398,3.4,17.3,Cinnamon,Pointed,9.3
304,6.4,17.1,Blond,Broad,7.4
388,8.5,16.1,,Broad,9.3
469,5.5,11.4,Black,Pointed,11.9
388,8.4,12.9,,Broad,9.6
366,6.4,8.4,White,Broad,10.1
308,,15,Dark Brown,Broad,8.1
299,6.9,12.8,Blond,Rounded,5.7
338,5.8,14.8,Dark Brown,Broad,10.2
360,3.3,11.4,Cinnamon,Pointed,11
371,,7,Dark Brown,Broad,8.1
288,8.2,8.1,Light Brown,Rounded,6.5
437,5.5,13,Black,Pointed,8.7
445,5.8,7.7,Dark Brown,Rounded,6.1
292,4.4,16,Light Brown,Broad,10.7
293,8.3,10.1,White,Broad,6.6
314,4.1,16.3,Blond,Broad,8
394,6,7,Cinnamon,Pointed,7.3
266,5.4,12.3,Light Brown,Broad,6.6
248,9.5,16.7,,Rounded,9.9
473,2.1,9.4,Black,Broad,7.5
261,6.6,12.2,Blond,Rounded,6.4
331,5.6,12.4,White,Pointed,10.7
225,6.2,9.9,Light Brown,Rounded,9.9
337,,16.9,Blond,Broad,8.5
377,1.4,18,Dark Brown,Rounded,5.9
241,7.9,11.1,White,Rounded,9.6
206,6.3,8.3,Cinnamon,Pointed,10.2
270,6.9,12.3,Blond,Broad,5.1
211,8.3,16.4,Blond,Rounded,9.3
332,5,11.4,Cinnamon,Broad,8.8
284,7.9,9.6,Light Brown,Pointed,7.6
368,9.6,12,Dark Brown,Rounded,8.4
311,2.2,13.2,Blond,Broad,9.9
336,8.5,11,Blond,Broad,6.3
340,4.6,8.6,Cinnamon,Pointed,8.1
321,3.8,12.7,White,Broad,9.5
342,5,12.4,White,Pointed,11.2
363,3.6,14.5,Black,Broad,11.4
200,2.1,11.1,Light Brown,Rounded,6
320,2.6,10.9,Black,Pointed,7.2
324,2.2,9.6,Black,Pointed,7.4
356,4.4,16.7,Blond,Rounded,9.4
391,6.1,16.4,Black,Broad,11.2
251,10,12.9,Dark Brown,Broad,5
391,8.6,11.3,Blond,Broad,6.2
383,1.6,7.7,Blond,Rounded,8.8
433,2.7,17.3,Cinnamon,Broad,9.9
335,1.8,8.3,White,Broad,11.8
329,7.5,16.9,Blond,Broad,9.5
277,9.7,12.8,Light Brown,Rounded,10
200,1.3,9.4,Cinnamon,Pointed,8.6
378,5,11.6,Light Brown,Pointed,8.3
261,3.8,13.2,Light Brown,Pointed,5.9
319,4.4,8.5,Blond,Broad,6.8
432,5.4,9.4,Black,Pointed,8.1
209,8.2,11.8,Blond,Broad,8
485,9,12.9,Black,Pointed,8.4
416,3.1,11,White,Pointed,11
476,4,9.7,Cinnamon,Broad,7.9
218,4.8,16.8,Blond,Broad,8.3
442,4.1,17.2,White,Broad,8.9
499,1.2,11,Blond,Pointed,12
388,5.5,15,White,Broad,7.4
481,4.1,13.2,Black,Pointed,12
294,2.3,8,Cinnamon,Broad,10.3
388,3.3,7.1,Cinnamon,Broad,7.6
348,,14.2,Dark Brown,Broad,11.9
409,1,12,White,Broad,11.7
362,1.5,12.8,White,Pointed,10.9
479,1.5,7.7,Black,Pointed,11.1
432,1.3,15.3,Blond,Rounded,8.8
428,3.4,8.3,Light Brown,Broad,11.9
237,1.5,11.1,White,Pointed,11.2
395,5.5,7.6,Black,Rounded,11.2
221,5.4,14.7,Light Brown,Broad,8.3
318,7.4,17.2,Dark Brown,Broad,6.4
290,3.5,16.8,Light Brown,Broad,8.3
303,5.4,12,Black,Rounded,5.5
216,1,11.2,Blond,Broad,8.5
238,4.9,11.1,,Rounded,5.9
228,4.1,11.3,Dark Brown,Pointed,9.1
417,2.2,12.7,White,Pointed,10
308,8.1,15.4,,Rounded,8.9
213,1.4,11.4,White,Broad,11.3
500,5.2,15.4,Light Brown,Rounded,11.9
348,1.1,9.4,Black,Pointed,9.7
343,9,13,Dark Brown,Rounded,8.4
208,7.1,11.4,Black,Broad,5.9
225,4.7,11.6,Dark Brown,Rounded,9.8
418,4.9,12.6,White,Broad,9.8
324,3.5,16.3,Black,Pointed,11.5
267,5.7,11.8,Light Brown,Rounded,8.2
331,4.8,9.8,Dark Brown,Broad,7.1
331,4.8,17.3,Blond,Broad,9.2
474,5.4,15.7,Cinnamon,Pointed,8.1
273,4.2,10.5,Light Brown,Broad,12
368,5.8,11.4,Blond,Broad,9.1
369,2.4,9.9,Cinnamon,Pointed,8.9
224,7,15,Light Brown,Broad,6.2
272,4.7,7.1,White,Pointed,9.1
468,1.1,11,Cinnamon,Pointed,9.4
442,,13.1,Black,Rounded,7.2
461,3.4,8.7,Black,Pointed,9.5
465,3.2,11.3,Dark Brown,Pointed,8.1
292,4,10.6,Dark Brown,Rounded,9.5
274,1.7,8.8,Blond,Pointed,9.7
361,6.5,11,Cinnamon,Broad,9.9
441,1.5,9.3,Black,Broad,9.4
355,5.4,10.4,Cinnamon,Broad,11.4
366,4.4,10.4,Blond,Broad,9.1
375,2.8,16.6,Dark Brown,Rounded,7.8
228,4.7,14,Dark Brown,Broad,6.5
224,6.7,9.7,,Broad,9.2
333,4.8,13.1,White,Rounded,7.7
206,8.2,10,White,Rounded,8.1
327,1.9,10.5,White,Broad,9.7
273,1.7,13,Blond,Rounded,7.9
394,4.2,12.3,Dark Brown,Broad,11.2
378,4,12.1,White,Pointed,11.6
445,,12,Cinnamon,Broad,7
419,2.4,8.3,Black,Rounded,11.1
343,8.8,11.1,,Broad,6.8
226,,13.8,Light Brown,Broad,9.8
304,2.6,7.3,White,Rounded,7.6
428,3.9,13,Dark Brown,Pointed,8.8
201,4,14.8,Light Brown,Broad,8.2
326,8.6,11.3,White,Broad,8.2
468,5.1,8.2,Cinnamon,Pointed,8.1
312,6.4,15.9,Light Brown,Pointed,9.7
224,2.4,10.1,Cinnamon,Broad,8.4
364,3.2,7.9,Black,Pointed,11.9
207,1.7,8.3,Cinnamon,Rounded,11.1
462,3.2,8.1,Cinnamon,Broad,11.3
302,2,9.5,Cinnamon,Pointed,10.1
339,3.2,14.5,Cinnamon,Broad,5.9
375,3.5,7,Cinnamon,Pointed,9.2
358,8.4,9.1,Dark Brown,Rounded,5.6
397,10,17.7,Black,Rounded,9.2
326,1.3,7,Cinnamon,Pointed,8.4
393,2.7,9.1,White,Broad,9.8
488,4.4,14.7,Light Brown,Broad,9.4
368,1.9,13.8,Black,Pointed,9.3
336,5.1,10.2,White,Pointed,7.8
200,9.3,13.8,Dark Brown,Pointed,7.6
343,2.1,7.3,White,Pointed,9.6
447,4.2,10,Cinnamon,Broad,8
423,5.2,13.6,Light Brown,Broad,5.9
355,1.5,7.3,White,Pointed,9.5
355,1.9,12.6,Black,Broad,9.7
422,6.5,9.9,Cinnamon,Pointed,8.7
310,5.2,12.8,Cinnamon,Broad,11.3
307,4.6,12.6,Dark Brown,Broad,11.7
404,1.3,11.8,Dark Brown,Broad,7.6
213,7.4,14.1,,Broad,9.3
236,,15.6,Light Brown,Pointed,7.8
220,4.5,11.2,Light Brown,Broad,11.1
358,8.9,17.9,Blond,Broad,7.6
272,5.5,14.8,Blond,Rounded,5.1
226,5.8,8.6,Black,Pointed,9.2
357,3.6,8.6,Cinnamon,Pointed,9.3
361,6,14.8,Dark Brown,Broad,6.5
269,9.7,11.1,Blond,Rounded,6.4
315,5.8,13.5,Dark Brown,Rounded,7.4
315,1.2,9.6,Black,Pointed,9.8
367,2.1,11.3,Light Brown,Broad,5.2
395,3.5,10.8,Black,Pointed,11.7
266,9.6,11,Light Brown,Rounded,10.4
381,5.4,17.5,Black,Broad,10.3
440,3.4,15.5,,Broad,8.5
220,2.9,11.4,White,Pointed,10.7
236,4.6,11.3,Light Brown,Broad,8.9
309,2.3,12.9,Black,Broad,8.3
399,7.1,11.3,Blond,Rounded,5.4
277,4.2,16.3,Light Brown,Broad,7.2
270,9.3,11.1,Black,Broad,9.7
316,2.3,9.4,Light Brown,Broad,8.3
461,5.9,16.5,Dark Brown,Pointed,5.4
312,3.7,9.7,Dark Brown,Broad,10.4
478,2.6,12,White,Pointed,8.1
216,9,12.5,Dark Brown,Broad,8.9
359,4.5,17.3,Dark Brown,Broad,6.2
362,3.3,11.8,Black,Rounded,8.2
371,9.1,10.6,Blond,Rounded,8
443,1.7,12.1,Cinnamon,Broad,11.9
215,4.7,11,Blond,Pointed,5.4
367,9.6,13,Black,Pointed,9.3
230,9.1,9.6,Black,Pointed,10.9
206,4.9,14.6,Dark Brown,Broad,5.6
226,5,17.7,White,Rounded,6.2
468,5.5,11.2,Black,Broad,8
304,1.8,12.2,White,Pointed,10.7
361,9.2,10,Black,Broad,8
338,6.4,14.5,Light Brown,Rounded,5.6
334,6.8,17.5,Light Brown,Broad,8.9
322,7,10.3,Black,Rounded,11.7
435,3.9,15.5,Black,Pointed,10
320,2.1,14.1,,Broad,5.4
243,3.3,12.2,Cinnamon,Pointed,11.4
283,2.7,11.9,Dark Brown,Pointed,7.8
378,4.2,12.5,Black,Pointed,12
291,4,7.2,White,Broad,11.3
311,1.4,12.7,Cinnamon,Broad,11.8
370,8.5,14.7,Black,Rounded,5.9
296,4.5,14.7,Light Brown,Rounded,9
333,5.1,7.6,White,Pointed,8.5
277,9.8,16.5,Light Brown,Rounded,8.3
379,1,13,White,Broad,9.2
385,2.1,11.3,Light Brown,Broad,6
384,7.6,12.3,,Broad,5.5
494,6.6,13.7,Blond,Broad,8.3
260,4.5,16.4,Light Brown,Rounded,5.3
306,8.9,10.1,Dark Brown,Pointed,8
349,1.8,15.4,Cinnamon,Pointed,12
303,4.4,7.6,Cinnamon,Broad,5.6
221,8.4,14.6,Dark Brown,Pointed,9.2
311,4.4,17,Cinnamon,Pointed,9.5
222,,16.6,Blond,Broad,5
384,5.4,12.1,,Broad,10.8
376,6.5,13.8,Light Brown,Rounded,9.9
346,8.6,14.3,Dark Brown,Rounded,5.1
318,8.7,12.3,Dark Brown,Broad,7.3
242,7.5,11.6,,Pointed,7.5
294,5.5,11,Blond,Pointed,7.3
369,2.4,10.5,Cinnamon,Pointed,8
421,1.8,10.5,Black,Broad,10.7
409,8.2,14.3,Blond,Rounded,7.3
499,4.9,8.8,White,Broad,9.6
258,9,7.3,Dark Brown,Broad,6.2
233,3.4,14.4,Cinnamon,Broad,8.5
304,5.3,11,White,Pointed,10.8
461,3.7,9.5,White,Pointed,7
307,7.4,14.9,Dark Brown,Rounded,5.8
354,10,15.4,Blond,Rounded,8.4
417,4.9,10.5,White,Broad,8.2
344,1.4,10.1,Black,Rounded,9.2
309,3.8,14,Light Brown,Broad,5.4
499,4.6,8.2,White,Pointed,10.1
475,2.3,12.5,Black,Broad,9.1
384,2,17.5,White,Pointed,8.9
416,1.4,12,Blond,Pointed,9
430,4.6,14.5,Light Brown,Broad,7.3
327,9.9,13.2,Dark Brown,Rounded,6.5
213,2.8,15.7,Light Brown,Broad,6.8
372,1,11.4,Cinnamon,Pointed,8
383,8.5,12.8,Dark Brown,Pointed,10
333,8.5,7.6,Dark Brown,Pointed,8.5
492,2.9,8.6,Cinnamon,Rounded,10.6
385,6,17.9,Blond,Rounded,7.2
340,5,7,,Pointed,5.8
312,3.8,14.4,Light Brown,Rounded,5.1
386,5.7,10.8,,Broad,7.8
319,,15.4,Light Brown,Pointed,8.5
298,5.6,12.9,Light Brown,Pointed,10
434,1.2,9.5,Black,Broad,9.2
313,3,12,Cinnamon,Broad,9.3
362,2.6,8.6,Cinnamon,Pointed,5.3
470,4.8,9.7,Black,Broad,9.4
251,9.7,15.4,Light Brown,Broad,5.6
246,7.6,12.3,Light Brown,Rounded,5.9
445,5,12.2,Cinnamon,Broad,10.3
312,9.4,17.6,Blond,Rounded,9.1
441,3.4,8.8,Light Brown,Rounded,11.2
237,9.1,17.1,,Broad,5
302,3.7,11,Black,Pointed,11.8
344,3.4,17.5,Light Brown,Rounded,11.6
476,6.9,18,,Broad,8
459,10,8.4,White,Pointed,11.9
364,1.8,12.9,Cinnamon,Pointed,7
358,2.7,9,Cinnamon,Pointed,8.8
377,2.9,12.3,Cinnamon,Broad,8.1
267,5.2,11.1,Light Brown,Rounded,8.9
289,7.9,15.2,Blond,Rounded,5.2
439,4.9,7,Black,Rounded,9
316,1.2,13.2,Blond,Rounded,5.9
222,4.9,16.6,Blond,Pointed,5
259,4.5,10.1,Blond,Broad,9.3
231,5.5,16.1,Cinnamon,Broad,9.5
448,3.5,12.4,Light Brown,Pointed,11.4
425,1.2,11.3,White,Rounded,5.4
393,9.1,11,Dark Brown,Rounded,10.2
300,7.2,12.3,Light Brown,Rounded,7.7
281,,16.7,Blond,Rounded,7.4
371,6.1,12,Light Brown,Rounded,10
281,3.1,16.8,Cinnamon,Broad,10.6
284,2.8,9.1,Light Brown,Pointed,8.5
243,3.5,13.5,Dark Brown,Broad,6.4
332,9.1,11.4,Black,Pointed,8
381,4.1,15.8,Black,Pointed,10.1
388,3.5,10.1,White,Broad,11.2
232,5.3,10.5,White,Broad,8.6
320,1.3,9.1,Black,Pointed,11.6
310,8.8,11.2,,Rounded,7.9
374,8.2,10.2,White,Rounded,11.6
413,6.7,12.4,Light Brown,Broad,9.6
292,9.8,16.5,,Rounded,6
429,5.9,14.5,Blond,Broad,8.2
381,3,11.4,Light Brown,Pointed,8.1
210,4.7,16.3,Light Brown,Rounded,11.7
285,4,9.1,Light Brown,Rounded,9.9
432,3.8,12.5,Cinnamon,Rounded,11
403,8.5,12.5,Blond,Rounded,5.2
421,4.5,12.9,Black,Broad,12
461,1.3,14.6,White,Broad,8.6
306,4.4,17.7,Light Brown,Rounded,6.8
347,2.2,15.6,Blond,Rounded,6
274,,13,Light Brown,Rounded,5.8
485,1.9,8.6,Cinnamon,Rounded,7.7
443,2.3,10.6,Cinnamon,Pointed,10.5
220,4.9,13.4,White,Pointed,10.7
222,4.2,12.1,Blond,Rounded,7.4
356,1.7,7,Black,Broad,8.1
303,6.3,8.7,Light Brown,Pointed,11
385,5.6,11.2,Cinnamon,Pointed,10.5
261,2.8,13.8,,Broad,8.8
278,5.2,17.7,Dark Brown,Rounded,7.8
302,8.2,15.9,Blond,Rounded,5.7
255,7.5,13.9,Dark Brown,Broad,6.9
351,4.5,12,Light Brown,Rounded,10
388,4.7,7.6,Blond,Pointed,9.7
408,3.3,12.4,Blond,Broad,11.5
396,3.6,11.3,Cinnamon,Broad,8.1
325,8.3,10.4,White,Broad,9.7
428,3.5,9.9,Black,Pointed,8.2
347,4.9,10.3,White,Broad,8.7
208,9.3,17,Blond,Rounded,9.9
336,2.2,12.5,Dark Brown,Pointed,9.6
376,8.3,11.1,White,Pointed,8.9
264,8.9,11.4,Blond,Broad,6.3
330,2.7,11.4,Dark Brown,Broad,8.9
364,6.4,9.1,White,Broad,11.9
443,6,7,Blond,Rounded,7
280,9.5,13.5,Light Brown,Broad,7.3
441,3.4,11.6,Blond,Broad,10.6
329,4,7.2,White,Rounded,5.7
409,4.4,7.3,White,Pointed,9.9
345,9,14.8,Light Brown,Pointed,6.3
281,9.4,14.4,,Rounded,8.8
474,2.1,9.7,Dark Brown,Broad,5.5
416,2.4,9.4,White,Broad,9.1
421,10,17.1,Dark Brown,Rounded,8.3
338,9,14,Light Brown,Broad,9
303,7.3,11,Blond,Rounded,7.4
285,3.7,12,Cinnamon,Pointed,8.1
489,1.4,14.2,Black,Broad,10.5
279,8.4,9.9,White,Rounded,8.4
287,2.5,12.6,White,Broad,8.3
273,2.9,17.9,Blond,Broad,8.8
411,8.1,14,Blond,Rounded,7.2
320,4.5,9.4,White,Broad,8.2
327,3,9.4,Cinnamon,Rounded,11
263,4.7,17.6,Light Brown,Pointed,6.3
305,10,16.5,Blond,Broad,6.2
366,4.6,12.5,Black,Broad,6.6
241,4.8,8.5,Cinnamon,Broad,9.7
377,2.9,11.6,White,Pointed,8.5
229,1.6,12.3,White,Pointed,10.9
346,9.6,9.6,Cinnamon,Broad,7.9
335,6,11.5,Light Brown,Pointed,6
285,10,15.6,Dark Brown,Rounded,9.5
377,5.1,11.4,Cinnamon,Pointed,8.3
314,4.9,15.8,Dark Brown,Broad,5.8
223,7.3,12,,Rounded,9.8
488,3.6,17.4,Light Brown,Rounded,7.4
324,5.8,12,Light Brown,Rounded,7.8
350,2.4,9.8,White,Rounded,10
270,5,10.6,Cinnamon,Pointed,10
251,8.7,16.4,Light Brown,Broad,8.7
328,8,17.7,,Rounded,7
228,2,9.9,Dark Brown,Pointed,5.3
359,3.2,9.8,Cinnamon,Pointed,8.1
273,4.4,14.1,Dark Brown,Pointed,10.3
304,3.3,11,White,Pointed,9.7
306,9,11.6,Dark Brown,Broad,5.6
362,1.2,11.6,White,Rounded,9.9
431,7.2,11.4,Blond,Pointed,10
373,6.6,17.9,Black,Rounded,9.7
236,2,12.4,Black,Rounded,5.9
318,5.5,12.8,Blond,Pointed,8.5
451,2.4,12.6,Cinnamon,Pointed,10.5
377,4.3,11.9,,Rounded,5.5
413,2.3,8.1,Cinnamon,Broad,10.8
215,6.7,11.6,Blond,Broad,9.7
244,3,13,Black,Broad,8.2
201,5.5,14.7,Cinnamon,Broad,9.4
373,2.2,12.9,Cinnamon,Broad,8.8
349,7.8,12.9,Dark Brown,Broad,9.6
344,2.9,16.1,Cinnamon,Broad,10.9
390,6.6,16.1,Dark Brown,Broad,8.8
324,7.7,14.5,Blond,Broad,8.7
319,1.8,10,White,Pointed,12
371,2.7,8.5,White,Pointed,9.6
349,6.1,11.6,Cinnamon,Broad,8.7
214,1.6,11.3,Blond,Rounded,9
354,3.4,16,Light Brown,Rounded,8.5
374,4.9,13.3,Dark Brown,Broad,9.6
413,1.5,12.3,White,Pointed,9.8
446,4.7,13,White,Broad,8.5
365,8.6,14,Light Brown,Rounded,7.2
314,3.1,9.9,Black,Broad,8.9
375,7.9,13.6,Black,Broad,9.5
255,4.9,12.6,White,Pointed,9.8
257,2.6,15.4,Dark Brown,Broad,8.3
423,4.6,12.9,Cinnamon,Broad,7
431,3.5,8.2,Cinnamon,Pointed,8.1
419,4.6,11.2,Black,Rounded,11.4
312,9.6,7,Black,Rounded,9.7
225,3.3,12.9,Black,Pointed,8
294,5.3,10.2,Cinnamon,Rounded,10.5
393,,15.6,Blond,Broad,9.7
315,3,13.7,Blond,Pointed,8.6
371,5.3,12.3,Blond,Broad,9.8
440,2.7,12.3,Black,Broad,10.2
308,5.1,12.8,White,Broad,9.6
207,9.6,11.3,Black,Broad,11.6
264,7.7,9,Cinnamon,Rounded,11.5
390,6.6,7,Light Brown,Broad,11
381,5.1,12.1,Black,Broad,9
310,3.5,14,Light Brown,Rounded,5.7
342,4.9,8.7,White,Broad,11.2
344,5,12.2,White,Broad,8.4
364,7,13,Dark Brown,Rounded,8.8
396,5.4,14.5,Light Brown,Rounded,7.5
356,7.8,14.6,Blond,Broad,8.7
208,3.1,11,Dark Brown,Broad,6.9
343,5.6,15,Dark Brown,Rounded,11.4
250,7,17.6,Blond,Rounded,6.2
357,7.1,11.2,Blond,Pointed,6.3
446,3.2,10.8,Cinnamon,Broad,6.6
302,9.4,15.1,,Rounded,8.4
288,9.4,14.5,,Pointed,7
230,3.4,15.7,White,Broad,9.7
256,,12.6,Blond,Broad,7.8
483,5.2,8.6,White,Pointed,10.5
384,7.2,12.9,Dark Brown,Broad,10.5
413,9.4,10.9,Cinnamon,Pointed,11.1
280,5.1,12.6,Blond,Broad,11.5
211,3.3,13.6,Light Brown,Rounded,6
225,1.1,12.6,,Broad,8.9
421,8.8,8.2,White,Broad,9.7
384,8.6,11,Light Brown,Rounded,8.6
250,7.7,13.9,Light Brown,Rounded,10.3
302,4.3,7.6,Cinnamon,Pointed,9
270,3.1,14.8,Light Brown,Broad,8.3
355,7.2,13.7,Cinnamon,Broad,7.9
370,3,7.3,Black,Pointed,9.4
323,2.6,11,Light Brown,Rounded,12
399,1,8.6,White,Pointed,10.8
460,2.5,8.6,White,Pointed,8
452,1.1,7.8,Cinnamon,Broad,5.5
262,3.6,18,Cinnamon,Pointed,11.9
298,7.5,7.6,Blond,Broad,9.4
437,3.5,9.4,White,Broad,9.3
260,5.9,12.7,Light Brown,Rounded,5.4
348,5.5,12.1,Black,Broad,10
272,9.3,16.5,Dark Brown,Broad,11
280,4.9,14.6,Dark Brown,Rounded,6.5
382,5.2,12.9,Light Brown,Broad,8.2
323,2.5,11.9,White,Rounded,9.1
259,4.2,14.4,Blond,Rounded,11.1
334,1.3,11.9,Cinnamon,Rounded,8.5
480,9.3,11.7,Cinnamon,Pointed,10.9
316,9.3,7.1,Light Brown,Broad,9.1
431,3.2,7.9,Black,Broad,10.6
244,10,17.5,Dark Brown,Rounded,8.7
415,4.4,9.7,White,Broad,6.6
312,3.3,10.4,Black,Rounded,11.9
342,5,12.2,Blond,Broad,10.2
376,5.3,17.8,Blond,Rounded,9.9
441,3.2,9.8,White,Broad,11.1
226,2.5,11.4,Cinnamon,Rounded,7.4
296,7.3,16.3,Light Brown,Broad,7
332,2.6,11.9,White,Rounded,9.9
396,7.8,15.9,Blond,Broad,6.9
402,9.5,11.3,,Rounded,9
327,1.2,10.7,White,Broad,8.9
372,1.6,8.2,Black,Broad,8.9
308,7,13.5,Cinnamon,Broad,9.2
460,6.8,12.6,Dark Brown,Broad,8.6
216,,11.2,Blond,Broad,9.8
375,,17.7,Light Brown,Broad,5.8
393,4.6,7.8,Cinnamon,Broad,11
466,1.5,11.6,White,Pointed,11
237,8.2,12.5,Light Brown,Rounded,9.4
314,2.7,12.2,Cinnamon,Broad,10
318,2.2,9.6,White,Pointed,7.9
248,5.9,12.4,Blond,Broad,5.1
421,9.3,7.9,White,Pointed,10.6
430,2.8,12.5,White,Pointed,9.8
332,3.9,7.1,Black,Pointed,8.1
330,9.4,11.3,Light Brown,Pointed,8.8
485,4.7,17.1,White,Pointed,11.4
329,4.3,8.7,Black,Broad,8.4
288,1,10.4,Black,Broad,5.3
350,2.5,16.7,Blond,Broad,10.1
280,2.9,12.1,White,Broad,11.9
305,6.3,8.9,Blond,Rounded,9.1
398,4.5,14.9,Light Brown,Broad,5.3
369,8.5,12.9,Blond,Broad,7.8
288,4.7,11.1,,Rounded,8.9
237,8,17.4,Blond,Broad,5.2
336,4.5,16.9,White,Pointed,8.2
241,3.9,15.6,Light Brown,Rounded,8.5
465,5.7,11.8,Cinnamon,Broad,9.3
346,1.4,7.7,Black,Broad,8.6
282,,9.1,Dark Brown,Broad,7.3
304,5.3,14.1,Blond,Rounded,9.4
379,9.6,13.9,Dark Brown,Broad,5.4
334,3,12.2,Dark Brown,Pointed,11.5
268,7.7,17.8,,Broad,8.1
426,6.8,9.8,Dark Brown,Broad,9.5
366,1.1,14.2,White,Pointed,5.5
336,8.2,13.9,Blond,Broad,8.4
406,4.3,11.2,Cinnamon,Pointed,11.6
412,2.6,8.6,White,Pointed,9.7
289,,9.4,,Rounded,6.2
271,4.7,16.8,Light Brown,Broad,6.8
205,3.5,9.6,Black,Broad,9.1
387,6.8,8.5,White,Pointed,9.7
213,4.3,17.1,Light Brown,Broad,6
447,1.6,16.3,Black,Broad,6.2
369,3,11,Cinnamon,Broad,9.2
409,2.8,11.9,Cinnamon,Pointed,7.8
409,6,8,Dark Brown,Rounded,8.7
310,1.9,13,Dark Brown,Rounded,8.5
331,6.8,15,Light Brown,Broad,6.8
348,2.1,11.7,White,Broad,7.4
470,2.5,11.2,Light Brown,Broad,11
